id,meaning_en,meaning_ja,word_class,english_word_id,parent_id
605,A computer programming language designed for use in solving civil engineering structural analysis problems.,土木構造解析問題の解決に使用するために設計されたコンピュータープログラミング言語。,noun,224,NULL
606,Having the distinctive qualities of a particular type of person or thing.,特定の種類の人や物の独特の性質を持つこと。,adjective,225,NULL
607,"The health, happiness, and fortunes of a person or group.",人またはグループの健康、幸福、運命。,noun,226,NULL
608,Considered in relation or in proportion to something else.,他の何かに関連して、または比例して考慮されます。,adjective,227,NULL
609,"Denoting a pronoun, determiner, or adverb that refers to an expressed or implied antecedent and attaches a subordinate clause to it, e.g. which, who.",表現された、または暗黙の前提条件を参照し、それに従属節を付加する代名詞、限定詞、または副詞を示します。どっち？,adjective,227,NULL
610,(of major and minor keys) having the same key signature.,（メジャーキーとマイナーキーの）同じキー署名を持っている。,adjective,227,NULL
611,(of a service rank) corresponding in grade to another in a different service.,（サービスランクの）別のサービスのグレードに対応します。,adjective,227,NULL
612,A person connected by blood or marriage.,血または結婚によってつながった人。,noun,227,NULL
613,"A relative pronoun, determiner, or adverb.",相対的代名詞、決定詞、または副詞。,noun,227,NULL
614,"A term, thing, or concept that is dependent on something else.",他のものに依存する用語、事物、または概念。,noun,227,NULL
615,"Extending or directly underneath, typically with close contact.",伸展するか、その真下に、通常は密着して。,preposition,228,NULL
616,At a lower level or layer than.,より低いレベルまたはレイヤー。,preposition,228,NULL
617,Extending or directly underneath something.,何かを伸ばしたり、その真下に。,adverb,228,NULL
618,At a lower level or layer.,下位レベルまたはレイヤー。,adverb,228,NULL
619,Give (someone or something) the authority or means to do something.,（誰かまたは何か）に何かをする権限または手段を与える。,transitive verb,229,NULL
620,Make (a device or system) operational; activate.,（デバイスまたはシステム）を動作可能にします。アクティブにします。,transitive verb,229,NULL
621,"A small round or roundish mark, differing in color or texture from the surface around it.",小さな丸いまたは丸みを帯びたマーク。周囲の表面とは色や質感が異なります。,noun,230,NULL
622,A particular place or point.,特定の場所またはポイント。,noun,230,NULL
623,A small amount of something.,少量の何か。,noun,230,NULL
624,Denoting a system of trading in which commodities or currencies are delivered and paid for immediately after a sale.,商品または通貨が配達され、販売後すぐに支払われる取引システムを示します。,noun,230,NULL
625,A banknote of a specified value.,指定された値の紙幣。,noun,230,NULL
626,A bar or other drinking establishment (usually in a private home in a township) that operates without an official permit.,正式な許可なしに営業する酒場またはその他の飲酒施設（通常は郷の民家）。,noun,230,NULL
627,In the intervening period of time.,介入期間中。,adverb,231,NULL
628,Having an electric charge.,電荷を持つ。,adjective,232,NULL
629,With no part left out; whole.,何も残っていません。全体。,adjective,233,NULL
630,An uncastrated male horse.,去勢されていない雄馬。,noun,233,NULL
631,The expression of disapproval of someone or something based on perceived faults or mistakes.,知覚された過失や過ちに基づく、誰かまたは何かの不承認の表現。,noun,234,NULL
632,The analysis and judgment of the merits and faults of a literary or artistic work.,文学作品または芸術作品の利点と欠点の分析と判断。,noun,234,NULL
633,A distinct period or stage in a series of events or a process of change or development.,一連のイベントまたは変更または開発のプロセスにおける明確な期間または段階。,noun,235,NULL
634,"Each of the aspects of the moon or a planet, according to the amount of its illumination, especially the new moon, the first quarter, the full moon, and the last quarter.",照度の量に応じた月または惑星の各側面、特に新月、第1四半期、満月、最後の四半期。,noun,235,NULL
635,A genetic or seasonal variety of an animal's coloration.,動物の色の遺伝的または季節的な変化。,noun,235,NULL
